Unit Name,Tenant Name,Lease Start,Lease End,Previous Lease Start,Previous Lease End,Previous Rent,Rent,Percent Difference,Dollar Difference,Status,Term,Tenant Transfer,Term_Days,Is_Month_To_Month,Last,First,Middle
1215,"Young, Tyler A.",2024-04-01,2025-03-31,,,,1600.0,,,Did Not Renew,12 month,No,360.0,False,Young,Tyler,A
1504,"Nguyen, Jessica C.",2024-04-02,2025-04-01,2023-04-02,2024-04-01,2175.0,2075.0,-4.6,-100.0,Renewed,12 month,No,360.0,False,Nguyen,Jessica,C
1405,"Escobar Rios, Amy D.",2024-04-13,2025-03-01,2023-10-07,2024-09-30,0.0,0.0,,0.0,Renewed,10 mo 17 day,Yes,317.0,False,Escobar Rios,Amy,D
1202,"Roberts, Peter S.",2024-04-16,2025-04-26,2023-10-07,2024-09-26,0.0,0.0,,0.0,Renewed,12 mo 11 day,Yes,371.0,False,Roberts,Peter,S
1803,"Reed, Heather E.",2024-04-22,2025-04-21,,,,2200.0,,,Did Not Renew,12 month,No,360.0,False,Reed,Heather,E
1112,"Anderson, Margaret F.",2024-04-24,2025-04-23,2023-03-24,2024-04-23,1930.0,1930.0,0.0,0.0,Renewed,12 month,No,360.0,False,Anderson,Margaret,F
1806,"Diaz, Michael P.",2024-04-26,2025-04-11,2023-05-27,2024-05-26,0.0,0.0,,0.0,Renewed,11 mo 17 day,Yes,347.0,False,Diaz,Michael,P
1707,"Smith, Ashley M.",2024-04-27,2025-04-26,,,,1530.0,,,Did Not Renew,12 month,No,360.0,False,Smith,Ashley,M
2007,"Johnson, Timothy G.",2024-04-27,2025-04-26,2023-04-27,2024-04-26,0.0,1490.0,,1490.0,Renewed,12 month,No,360.0,False,Johnson,Timothy,G
2505,"Collins, Gregory J.",2024-04-27,2025-04-26,2023-04-27,2024-04-26,0.0,2160.0,,2160.0,Renewed,12 month,No,360.0,False,Collins,Gregory,J
1217,"Chavez, Christopher N.",2024-04-27,2024-10-26,2023-10-27,2024-04-26,0.0,1425.0,,1425.0,Renewed,6 month,No,180.0,False,Chavez,Christopher,N
1218,"Campbell, Larry G.",2024-05-15,2026-05-26,2024-05-15,2025-05-26,1425.0,1425.0,0.0,0.0,Renewed,24 mo 12 day,Yes,732.0,False,Campbell,Larry,G
1105,"Evans, Justin H.",2024-05-26,2025-05-25,2023-05-26,2024-05-25,1780.0,1795.0,0.84,15.0,Renewed,12 month,No,360.0,False,Evans,Justin,H
1903,"Roberts, Sandra Q.",2024-05-27,2025-05-26,2023-05-27,2024-05-26,0.0,2200.0,,2200.0,Renewed,12 month,No,360.0,False,Roberts,Sandra,Q
2002,"Walker, Cynthia M.",2024-05-27,2025-05-26,2023-05-27,2024-05-26,0.0,1630.0,,1630.0,Renewed,12 month,No,360.0,False,Walker,Cynthia,M
2305,"Clark, Brenda J.",2024-05-27,2025-05-26,2023-06-01,2024-05-26,2130.0,2130.0,0.0,0.0,Renewed,12 month,No,360.0,False,Clark,Brenda,J
1224,"Cuevas Bermudez, Daniel H.",2024-05-29,2025-05-28,2023-05-29,2024-05-28,1745.0,1745.0,0.0,0.0,Renewed,12 month,No,360.0,False,Cuevas Bermudez,Daniel,H
1118,"Hughes, Megan K.",2024-06-01,2025-05-26,2024-05-09,2024-05-10,1425.0,0.0,-100.0,-1425.0,Renewed,11 mo 26 day,Yes,356.0,False,Hughes,Megan,K
2003,"Brown, Joyce L.",2024-06-03,2025-06-02,2023-06-03,2024-06-02,2300.0,2200.0,-4.35,-100.0,Renewed,12 month,No,360.0,False,Brown,Joyce,L
1604,"Ramirez, Joan M.",2024-06-07,2025-06-06,2023-06-07,2024-06-06,2100.0,2100.0,0.0,0.0,Renewed,12 month,No,360.0,False,Ramirez,Joan,M
2107,"James, Timothy S.",2024-06-15,2025-06-14,,,,1660.0,,,Did Not Renew,12 month,No,360.0,False,James,Timothy,S
1115,"Johnson, Rachel J.",2024-06-16,2025-06-15,2023-06-16,2024-06-15,0.0,1425.0,,1425.0,Renewed,12 month,No,360.0,False,Johnson,Rachel,J
2303,"Carter, Nicole K.",2024-06-17,2024-08-18,2023-06-23,2024-06-22,0.0,0.0,,0.0,Renewed,2 mo 2 day,Yes,62.0,False,Carter,Nicole,K
1506,"Hernandez, Nicholas N.",2024-06-27,2024-10-26,2023-07-01,2024-06-26,2075.0,2075.0,0.0,0.0,Renewed,4 month,No,120.0,False,Hernandez,Nicholas,N
1606,"Collins, Brian L.",2024-06-27,2025-06-26,2023-06-27,2024-06-26,2005.0,2300.0,14.71,295.0,Renewed,12 month,No,360.0,False,Collins,Brian,L
1901,"Thompson, Judith M.",2024-06-27,2025-06-26,,,,1570.0,,,Did Not Renew,12 month,No,360.0,False,Thompson,Judith,M
2401,"Williams, Daniel V.",2024-06-27,2025-06-26,2023-06-27,2024-06-26,0.0,1510.0,,1510.0,Renewed,12 month,No,360.0,False,Williams,Daniel,V
2304,"Gutierrez, Laura P.",2024-07-03,2026-07-02,2023-07-01,2024-07-02,2130.0,2130.0,0.0,0.0,Renewed,24 month,No,720.0,False,Gutierrez,Laura,P
2402,"Flores, Robert Q.",2024-07-15,2025-07-14,,,,1540.0,,,Did Not Renew,12 month,No,360.0,False,Flores,Robert,Q
1607,"Jackson, Joseph S.",2024-07-27,2025-07-26,2023-07-27,2024-07-26,0.0,1490.0,,1490.0,Renewed,12 month,No,360.0,False,Jackson,Joseph,S
2001,"Green, Kathleen R.",2024-07-27,2025-07-26,2023-08-02,2024-07-26,1420.0,1440.0,1.41,20.0,Renewed,12 month,No,360.0,False,Green,Kathleen,R
2204,"Morgan, Patricia J.",2024-07-27,2025-01-26,2024-01-27,2024-07-26,1955.0,1955.0,0.0,0.0,Renewed,6 month,No,180.0,False,Morgan,Patricia,J
1204,"Ramos, Maria L.",2024-07-27,2025-07-26,2024-01-27,2024-07-26,0.0,1795.0,,1795.0,Renewed,12 month,No,360.0,False,Ramos,Maria,L
1601,"Wright, Michelle S.",2024-07-31,2025-07-30,2023-07-28,2024-07-30,1470.0,1470.0,0.0,0.0,Renewed,12 month,No,360.0,False,Wright,Michelle,S
1121,"Wood, Ryan T.",2024-08-01,2025-07-31,,,,1425.0,,,Did Not Renew,12 month,No,360.0,False,Wood,Ryan,T
2507,"Roberts, Edward U.",2024-08-04,2025-08-03,2023-08-04,2024-08-03,1615.0,1615.0,0.0,0.0,Renewed,12 month,No,360.0,False,Roberts,Edward,U
1220,"Lewis, John V.",2024-08-05,2025-08-04,2023-08-05,2024-08-04,1425.0,1425.0,0.0,0.0,Renewed,12 month,No,360.0,False,Lewis,John,V
1801,"Mendoza, Matthew V.",2024-08-12,2025-08-11,2023-08-12,2024-08-11,0.0,1470.0,,1470.0,Renewed,12 month,No,360.0,False,Mendoza,Matthew,V
1501,"Baker, Cynthia Y.",2024-08-24,2025-08-23,2024-02-24,2024-08-23,1545.0,1545.0,0.0,0.0,Renewed,12 month,No,360.0,False,Baker,Cynthia,Y
1406,"Mitchell, Kevin H.",2024-08-27,2025-08-26,2023-08-27,2024-08-26,0.0,2555.0,,2555.0,Renewed,12 month,No,360.0,False,Mitchell,Kevin,H
1406,"Mitchell, Kevin H.",2024-08-27,2026-08-26,2023-08-27,2024-08-26,0.0,2555.0,,2555.0,Did Not Renew,24 month,No,720.0,False,Mitchell,Kevin,H
1701,"Moore, Dorothy W.",2024-08-27,2025-08-26,2023-08-18,2024-08-26,1470.0,1470.0,0.0,0.0,Renewed,12 month,No,360.0,False,Moore,Dorothy,W
1706,"Gutierrez, Anna M.",2024-08-27,2026-08-26,2023-08-27,2024-08-26,0.0,2200.0,,2200.0,Renewed,24 month,No,720.0,False,Gutierrez,Anna,M
1804,"Ramos, Mark J.",2024-08-27,2025-08-26,2023-08-27,2024-08-26,0.0,2100.0,,2100.0,Renewed,12 month,No,360.0,False,Ramos,Mark,J
1906,"Cox, Steven W.",2024-08-27,2025-08-26,2023-08-27,2024-08-26,0.0,2200.0,,2200.0,Renewed,12 month,No,360.0,False,Cox,Steven,W
2506,"Hernandez, William L.",2024-08-27,2025-08-26,2023-08-27,2024-08-26,0.0,2445.0,,2445.0,Did Not Renew,12 month,No,360.0,False,Hernandez,William,L
2506,"Hernandez, William L.",2024-08-27,2026-08-26,2023-08-27,2024-08-26,0.0,2445.0,,2445.0,Renewed,24 month,No,720.0,False,Hernandez,William,L
1219,"Nelson, Anthony Y.",2024-08-27,2025-08-26,2023-08-29,2024-08-26,1465.0,1465.0,0.0,0.0,Renewed,12 month,No,360.0,False,Nelson,Anthony,Y
2005,"Flores, Christine N.",2024-09-01,2025-08-31,2024-03-01,2024-08-31,2200.0,2200.0,0.0,0.0,Renewed,12 month,No,360.0,False,Flores,Christine,N
2206,"Torres, Laura D.",2024-09-01,2025-08-26,2023-08-27,2024-08-26,0.0,2230.0,,2230.0,Renewed,11 mo 26 day,No,356.0,False,Torres,Laura,D
2403,"Jones, Jacob Y.",2024-09-03,2025-09-02,2023-09-03,2024-09-02,2168.0,2235.0,3.09,67.0,Renewed,12 month,No,360.0,False,Jones,Jacob,Y
2303,"Clark, Brenda J.",2024-09-07,2025-09-26,2024-05-27,2025-05-26,0.0,0.0,,0.0,Renewed,12 mo 20 day,Yes,380.0,False,Clark,Brenda,J
1110,"Martin, Donna B.",2024-09-17,2025-09-16,,,,1955.0,,,Did Not Renew,12 month,No,360.0,False,Martin,Donna,B
1503,"Lewis, Kimberly T.",2024-09-27,2025-09-26,,,,2075.0,,,Did Not Renew,12 month,No,360.0,False,Lewis,Kimberly,T
1805,"Sanchez, Mary A.",2024-09-27,2025-09-26,,,,1985.0,,,Did Not Renew,12 month,No,360.0,False,Sanchez,Mary,A
2202,"Torres, Emma F.",2024-09-27,2025-09-26,2023-09-27,2024-09-26,0.0,1520.0,,1520.0,Renewed,12 month,No,360.0,False,Torres,Emma,F
1407,"Salinas Cortes, Katherine R.",2024-10-01,2025-09-30,2023-10-01,2024-09-30,2120.0,2250.0,6.13,130.0,Did Not Renew,12 month,No,360.0,False,Salinas Cortes,Katherine,R
1407,"Salinas Cortes, Katherine R.",2024-10-01,2026-09-30,2023-10-01,2024-09-30,2120.0,2250.0,6.13,130.0,Renewed,24 month,No,720.0,False,Salinas Cortes,Katherine,R
2103,"Rogers, Evelyn Q.",2024-10-01,2025-09-26,2023-09-23,2024-09-26,2280.0,2280.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Rogers,Evelyn,Q
2207,"Bennett, James J.",2024-10-01,2025-09-26,2023-10-07,2024-10-06,1520.0,1520.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Bennett,James,J
2407,"Robinson, Aaron A.",2024-10-01,2025-09-26,2024-09-07,2024-09-26,1540.0,1540.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Robinson,Aaron,A
1207,"Ruiz, George H.",2024-10-01,2025-09-26,,,,1750.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Ruiz,George,H
1213,"Allen, Katherine D.",2024-10-01,2025-09-26,2023-09-17,2024-09-16,1930.0,1930.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Allen,Katherine,D
1213,"Allen, Katherine D.",2024-10-01,,2023-09-17,2024-09-16,1930.0,1930.0,0.0,0.0,Did Not Renew,Month To Month,No,,True,Allen,Katherine,D
1222,"Williams, Scott B.",2024-10-01,2026-09-30,2023-10-07,2024-09-30,1485.0,1485.0,0.0,0.0,Renewed,24 month,No,720.0,False,Williams,Scott,B
1223,"Ibarra Solis, Brandon C.",2024-10-01,2025-09-30,,,,1425.0,,,Did Not Renew,12 month,No,360.0,False,Ibarra Solis,Brandon,C
1404,"Wilson, Donna P.",2024-11-01,2025-10-26,2023-10-27,2024-10-26,0.0,2505.0,,2505.0,Renewed,11 mo 26 day,No,356.0,False,Wilson,Donna,P
1506,"Hernandez, Nicholas N.",2024-11-01,2025-04-26,2024-06-27,2024-10-26,2075.0,2075.0,0.0,0.0,Renewed,5 mo 26 day,No,176.0,False,Hernandez,Nicholas,N
1902,"Scott, David B.",2024-11-01,2025-10-26,2023-10-27,2024-10-26,0.0,1490.0,,1490.0,Renewed,11 mo 26 day,No,356.0,False,Scott,David,B
2105,"Scott, Andrew D.",2024-11-01,2025-10-26,,,,2130.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Scott,Andrew,D
2201,"King, Betty K.",2024-11-01,2025-10-26,,,,1500.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,King,Betty,K
2306,"Green, Amanda M.",2024-11-01,2025-01-31,2023-11-01,2024-10-31,2280.0,2280.0,0.0,0.0,Renewed,3 month,No,90.0,False,Green,Amanda,M
2406,"Martinez, Zachary E.",2024-11-01,2025-10-26,,,,2350.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Martinez,Zachary,E
2504,"Rivera, Nathan M.",2024-11-01,2025-10-26,2023-10-27,2024-10-26,0.0,2275.0,,2275.0,Renewed,11 mo 26 day,No,356.0,False,Rivera,Nathan,M
1113,"Watson, Jack L.",2024-11-01,2025-10-26,2023-10-24,2024-10-23,1930.0,1930.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Watson,Jack,L
1123,"Morris, Adam F.",2024-11-01,2025-10-26,2023-10-08,2024-10-26,1425.0,1425.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Morris,Adam,F
1206,"Miller, Eric F.",2024-11-01,2025-10-26,,,,1695.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Miller,Eric,F
1217,"Chavez, Christopher N.",2024-11-01,2025-10-26,,,,1425.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Chavez,Christopher,N
1602,"Peterson, Julie G.",2024-11-27,2025-11-26,2023-12-06,2024-11-26,1490.0,1490.0,0.0,0.0,Renewed,12 month,No,360.0,False,Peterson,Julie,G
1602,"Peterson, Julie G.",2024-11-27,,2023-12-06,2024-11-26,1490.0,1490.0,0.0,0.0,Did Not Renew,Month To Month,No,,True,Peterson,Julie,G
1603,"Davis, Joshua R.",2024-12-01,2025-11-26,,,,2200.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Davis,Joshua,R
1905,"Miller, Carol H.",2024-12-01,2025-11-26,,,,2100.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Miller,Carol,H
2004,"Bailey, Deborah Q.",2024-12-01,2025-11-26,,,,2075.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Bailey,Deborah,Q
2502,"Ward, Kelly J.",2024-12-01,2025-11-26,2023-11-15,2024-11-26,0.0,1615.0,,1615.0,Renewed,11 mo 26 day,No,356.0,False,Ward,Kelly,J
2503,"Nguyen, Sharon A.",2024-12-01,2025-11-26,2023-11-28,2024-11-26,2400.0,2400.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Nguyen,Sharon,A
1402,"Perez, Benjamin V.",2025-01-01,2025-03-26,2024-01-26,2024-12-26,2000.0,2000.0,0.0,0.0,Renewed,2 mo 26 day,No,86.0,False,Perez,Benjamin,V
1106,"Harris, Walter K.",2025-01-01,2025-12-26,2023-12-29,2024-12-26,1820.0,1820.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Harris,Walter,K
1122,"Morgan, Sharon L.",2025-01-01,2025-12-26,2024-01-05,2024-12-26,1485.0,1485.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Morgan,Sharon,L
1217,"Nguyen, Jessica C.",2025-01-06,2025-10-26,2025-01-02,2025-04-01,0.0,0.0,,0.0,Renewed,9 mo 21 day,Yes,291.0,False,Nguyen,Jessica,C
1210,"Lee, Gregory U.",2025-01-07,2025-12-26,2024-01-07,2025-01-06,1955.0,1955.0,0.0,0.0,Renewed,11 mo 20 day,No,350.0,False,Lee,Gregory,U
1108,"Garcia, Donald W.",2025-01-15,2025-12-26,,,,2003.0,,,Did Not Renew,11 mo 12 day,No,342.0,False,Garcia,Donald,W
2204,"Morgan, Patricia J.",2025-01-27,2026-01-26,2024-07-27,2025-01-26,1955.0,1955.0,0.0,0.0,Renewed,12 month,No,360.0,False,Morgan,Patricia,J
2204,"Morgan, Patricia J.",2025-01-27,,2024-07-27,2025-01-26,1955.0,1955.0,0.0,0.0,Did Not Renew,Month To Month,No,,True,Morgan,Patricia,J
1805,"Morris, Judith B.",2025-02-01,2026-01-26,2024-10-13,2025-09-26,1985.0,1985.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Morris,Judith,B
2106,"Howard, Lauren B.",2025-02-01,2026-01-26,,,,2280.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Howard,Lauren,B
1208,"Mitchell, Sarah M.",2025-02-01,2026-01-26,2024-02-01,2025-01-26,1930.0,1930.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Mitchell,Sarah,M
2106,"Ramos, Samuel N.",2025-02-01,2025-02-28,2025-01-06,2026-01-26,0.0,0.0,,0.0,Renewed,1 month,Yes,30.0,False,Ramos,Samuel,N
1504,"Smith, Stephanie P.",2025-02-17,2026-02-26,2025-04-01,2026-03-26,0.0,0.0,,0.0,Renewed,12 mo 10 day,Yes,370.0,False,Smith,Stephanie,P
1505,"Ortiz, Jack A.",2025-03-27,2026-03-26,2023-03-27,2025-03-26,1690.0,2025.0,19.82,335.0,Renewed,12 month,No,360.0,False,Ortiz,Jack,A
1505,"Ortiz, Jack A.",2025-03-27,,2023-03-27,2025-03-26,1690.0,1932.0,14.32,242.0,Did Not Renew,Month To Month,No,,True,Ortiz,Jack,A
1205,"Gray, Thomas V.",2025-03-27,2026-03-26,2024-03-27,2025-03-26,0.0,1710.0,,1710.0,Renewed,12 month,No,360.0,False,Gray,Thomas,V
1802,"Wilson, Emily R.",2025-04-01,2026-03-26,2024-03-27,2025-03-26,1630.0,1630.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Wilson,Emily,R
1109,"Smith, Stephanie P.",2025-04-01,2026-03-26,2024-04-02,2025-03-26,1955.0,1955.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Smith,Stephanie,P
2106,"Taylor, Susan Q.",2025-04-01,2026-03-26,2024-06-27,2025-06-25,0.0,0.0,,0.0,Renewed,11 mo 26 day,Yes,356.0,False,Taylor,Susan,Q
1402,"Diaz, Michael P.",2025-04-12,2026-04-26,2024-04-26,2025-04-11,0.0,1850.0,,1850.0,Renewed,12 mo 15 day,Yes,375.0,False,Diaz,Michael,P
1806,"Flores, Kenneth L.",2025-04-18,2026-10-26,2025-04-27,2026-10-26,0.0,1850.0,,1850.0,Renewed,18 mo 9 day,Yes,549.0,False,Flores,Kenneth,L
1907,"Flores, Kenneth L.",2025-04-27,2026-10-26,2023-04-27,2025-04-26,0.0,1492.0,,1492.0,Renewed,18 month,No,540.0,False,Flores,Kenneth,L
1506,"Hernandez, Nicholas N.",2025-05-01,2025-08-26,2024-11-01,2025-04-26,2075.0,2075.0,0.0,0.0,Renewed,3 mo 26 day,No,116.0,False,Hernandez,Nicholas,N
2007,"Johnson, Timothy G.",2025-05-01,2026-04-26,2024-04-27,2025-04-26,0.0,1490.0,,1490.0,Renewed,11 mo 26 day,No,356.0,False,Johnson,Timothy,G
1112,"Anderson, Margaret F.",2025-05-01,2026-04-26,2024-04-24,2025-04-23,1930.0,1930.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Anderson,Margaret,F
1120,"Stewart, Jonathan R.",2025-05-01,2026-04-26,2024-05-03,2025-04-26,1425.0,1425.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Stewart,Jonathan,R
1707,"Rogers, Angela S.",2025-06-01,2026-05-26,,,,1490.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Rogers,Angela,S
1803,"Wilson, Karen T.",2025-06-01,2026-05-26,2024-05-18,2025-05-26,2200.0,2200.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Wilson,Karen,T
1903,"Roberts, Sandra Q.",2025-06-01,2026-05-26,2024-05-27,2025-05-26,0.0,2200.0,,2200.0,Renewed,11 mo 26 day,No,356.0,False,Roberts,Sandra,Q
1904,"Gomez, Linda U.",2025-06-01,2026-05-31,2024-05-24,2025-05-26,1985.0,1985.0,0.0,0.0,Renewed,12 month,No,360.0,False,Gomez,Linda,U
2002,"Walker, Cynthia M.",2025-06-01,2026-05-26,2024-05-27,2025-05-26,1630.0,1630.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Walker,Cynthia,M
1102,"Lopez, Rebecca V.",2025-06-01,2026-05-26,2024-05-15,2025-05-26,1795.0,1795.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Lopez,Rebecca,V
1218,"Campbell, Larry G.",2025-06-01,2026-05-26,2024-05-15,2025-05-26,1425.0,1425.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Campbell,Larry,G
1224,"Cuevas Bermudez, Daniel H.",2025-06-01,2026-05-26,,,,1745.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Cuevas Bermudez,Daniel,H
1604,"Ramirez, Joan M.",2025-06-07,2026-05-26,2024-06-07,2025-06-06,2100.0,2100.0,0.0,0.0,Renewed,11 mo 20 day,No,350.0,False,Ramirez,Joan,M
1115,"Johnson, Rachel J.",2025-06-16,2026-06-26,,,,1425.0,,,Did Not Renew,12 mo 11 day,No,371.0,False,Johnson,Rachel,J
1118,"Cook, William W.",2025-06-20,2026-07-20,2024-06-22,2025-06-26,1930.0,1425.0,-26.17,-505.0,Renewed,13 mo 1 day,Yes,391.0,False,Cook,William,W
1403,"Gray, Anna Y.",2025-07-01,2026-06-26,2024-06-29,2025-06-26,2785.0,2685.0,-3.59,-100.0,Renewed,11 mo 26 day,No,356.0,False,Gray,Anna,Y
1606,"Collins, Brian L.",2025-07-01,2026-06-26,2024-06-27,2025-06-26,2300.0,2300.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Collins,Brian,L
2104,"Rodriguez, Christine A.",2025-07-01,2026-06-26,2024-06-08,2025-06-26,2015.0,2015.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Rodriguez,Christine,A
2205,"Brooks, Janet B.",2025-07-01,2026-06-26,,,,2015.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Brooks,Janet,B
1103,"Young, Jennifer C.",2025-07-01,2026-06-26,2024-07-03,2025-06-26,1795.0,1795.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Young,Jennifer,C
1507,"Howard, Alexander D.",2025-08-01,2026-03-26,2024-07-26,2025-07-26,1465.0,1465.0,0.0,0.0,Renewed,7 mo 26 day,No,236.0,False,Howard,Alexander,D
1702,"Ortiz, Peter E.",2025-08-01,2026-07-26,2024-08-01,2025-07-26,1490.0,1490.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Ortiz,Peter,E
1901,"Hall, Kimberly F.",2025-08-01,2026-07-26,,,,1470.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Hall,Kimberly,F
2102,"Ponce Duarte, Samantha G.",2025-08-01,2026-10-26,2024-07-25,2025-07-24,1520.0,1520.0,0.0,0.0,Did Not Renew,14 mo 26 day,No,446.0,False,Ponce Duarte,Samantha,G
2102,"Ponce Duarte, Samantha G.",2025-08-01,,2024-07-25,2025-07-24,1520.0,1520.0,0.0,0.0,Month To Month,Month To Month,No,,True,Ponce Duarte,Samantha,G
2107,"Cooper, Jose H.",2025-08-01,2026-07-26,2024-07-30,2025-07-26,1520.0,1520.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Cooper,Jose,H
2303,"Clark, Brenda J.",2025-08-01,2026-07-26,2024-09-07,2025-07-26,2280.0,2280.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Clark,Brenda,J
2307,"White, Dennis J.",2025-08-01,2026-07-26,2024-07-27,2025-07-26,1520.0,1520.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,White,Dennis,J
2401,"Adams, Debra K.",2025-08-01,2026-07-26,2024-08-01,2025-07-26,1520.0,1520.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Adams,Debra,K
2402,"Johnson, Gary L.",2025-08-01,2026-07-26,2024-07-20,2025-07-26,0.0,1540.0,,1540.0,Renewed,11 mo 26 day,No,356.0,False,Johnson,Gary,L
2404,"Carter, David M.",2025-08-01,2026-07-26,2024-07-19,2025-07-26,2035.0,2035.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Carter,David,M
1117,"Collins, Paul N.",2025-08-01,2026-07-26,2024-07-13,2025-07-31,1425.0,1425.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Collins,Paul,N
1121,"Thompson, Jeffrey P.",2025-08-01,2026-07-26,2024-08-09,2025-07-26,1425.0,1425.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Thompson,Jeffrey,P
1204,"Ramos, Maria L.",2025-08-01,2026-07-26,2024-07-27,2025-07-26,1795.0,1795.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Ramos,Maria,L
2507,"Roberts, Edward U.",2025-08-04,2026-07-26,2024-08-04,2025-08-03,1615.0,1615.0,0.0,0.0,Renewed,11 mo 23 day,No,353.0,False,Roberts,Edward,U
2305,"Richardson, Stephen Q.",2025-08-27,2026-08-26,2024-09-13,2025-08-26,2015.0,2015.0,0.0,0.0,Renewed,12 month,No,360.0,False,Richardson,Stephen,Q
2305,"Richardson, Stephen Q.",2025-08-27,,2024-09-13,2025-08-26,2015.0,2015.0,0.0,0.0,Did Not Renew,Month To Month,No,,True,Richardson,Stephen,Q
1219,"Nelson, Anthony Y.",2025-08-27,2026-08-26,2024-08-27,2025-08-26,1465.0,1465.0,0.0,0.0,Renewed,12 month,No,360.0,False,Nelson,Anthony,Y
1406,"Mitchell, Kevin H.",2025-09-01,2026-08-26,2024-08-27,2025-08-26,2555.0,2555.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Mitchell,Kevin,H
1501,"Baker, Cynthia Y.",2025-09-01,2026-08-26,,,,1545.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Baker,Cynthia,Y
1501,"Baker, Cynthia Y.",2025-09-01,2026-08-31,2024-08-24,2025-08-23,1545.0,1545.0,0.0,0.0,Renewed,12 month,No,360.0,False,Baker,Cynthia,Y
1501,"Baker, Cynthia Y.",2025-09-01,,2024-08-24,2025-08-23,1545.0,1545.0,0.0,0.0,Did Not Renew,Month To Month,No,,True,Baker,Cynthia,Y
1703,"Harris, Melissa F.",2025-09-01,2026-08-26,2023-08-27,2025-08-26,0.0,2200.0,,2200.0,Renewed,11 mo 26 day,No,356.0,False,Harris,Melissa,F
1801,"Mendoza, Matthew V.",2025-09-01,2026-08-31,2024-08-12,,1420.0,1470.0,3.52,50.0,Renewed,12 month,No,360.0,False,Mendoza,Matthew,V
1804,"Ramos, Mark J.",2025-09-01,2026-08-26,2024-08-27,2025-08-26,2100.0,2100.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Ramos,Mark,J
1906,"Cox, Steven W.",2025-09-01,2026-08-26,2024-08-27,2025-08-26,2200.0,2200.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Cox,Steven,W
2206,"Torres, Laura D.",2025-09-01,2026-08-26,2024-09-01,2025-08-26,2230.0,2230.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Torres,Laura,D
1116,"Walker, Eric R.",2025-09-01,2026-08-26,2024-08-10,2025-08-26,1425.0,1425.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Walker,Eric,R
2403,"Jones, Jacob Y.",2025-09-03,2026-08-26,,,,2235.0,,,Did Not Renew,11 mo 24 day,No,354.0,False,Jones,Jacob,Y
