Work Order Number,Primary Resident,Created At,Amount,Resident Requested
86746-1,"Johnson, Timothy G.",2021-06-30 00:00:00,0.0,Yes
86860-1,"Richardson, Donald L.",2021-07-02 00:00:00,0.0,Yes
86892-1,"Davis, Scott P.",2021-07-04 00:00:00,0.0,Yes
86992-1,"Edwards, Heather S.",2021-07-06 00:00:00,0.0,Yes
86999-1,"Morales, Kelly W.",2021-07-06 00:00:00,0.0,Yes
87248-1,"Clark, Angela G.",2021-07-12 00:00:00,0.0,Yes
87433-1,"Edwards, Heather S.",2021-07-18 00:00:00,0.0,Yes
87435-1,"Thompson, Benjamin K.",2021-07-18 00:00:00,0.0,Yes
87439-1,"Thompson, Benjamin K.",2021-07-18 00:00:00,0.0,Yes
87534-1,"Anderson, Stephanie D.",2021-07-21 00:00:00,0.0,Yes
87535-1,"Anderson, Stephanie D.",2021-07-21 00:00:00,0.0,Yes
87548-1,Business Tenant 5,2021-07-21 00:00:00,0.0,No
87572-1,"Morris, Judith B.",2021-07-22 00:00:00,0.0,Yes
87622-1,Business Tenant 1,2021-07-23 00:00:00,0.0,No
87710-1,"Hernandez, Victoria J.",2021-07-26 00:00:00,0.0,Yes
87755-1,"Morris, Judith B.",2021-07-27 00:00:00,0.0,Yes
87871-1,"Thompson, Benjamin K.",2021-07-28 00:00:00,0.0,Yes
87952-1,"Howard, Betty Y.",2021-07-30 00:00:00,0.0,Yes
87976-1,"James, Brandon Q.",2021-07-31 00:00:00,0.0,Yes
88002-1,"Anderson, Stephanie D.",2021-08-01 00:00:00,0.0,Yes
88005-1,"James, Brandon Q.",2021-08-02 00:00:00,0.0,Yes
88032-1,"Baker, Carol V.",2021-08-02 00:00:00,0.0,Yes
88050-1,"Flores, Christine N.",2021-08-02 00:00:00,0.0,Yes
88073-1,"Morris, Judith B.",2021-08-03 00:00:00,0.0,Yes
88076-1,"Hill, Jason H.",2021-08-03 00:00:00,0.0,Yes
88207-1,"Garcia, Julie U.",2021-08-08 00:00:00,0.0,Yes
88368-1,"Hernandez, Victoria J.",2021-08-12 00:00:00,0.0,Yes
88631-1,"Hernandez, Victoria J.",2021-08-19 00:00:00,0.0,Yes
88647-1,"Evans, Jonathan F.",2021-08-19 00:00:00,0.0,Yes
88668-1,"Howard, Betty Y.",2021-08-19 00:00:00,0.0,Yes
88728-1,"Gutierrez, Anna M.",2021-08-21 00:00:00,0.0,Yes
88742-1,"Carter, Frank H.",2021-08-22 00:00:00,0.0,Yes
88755-1,"Hernandez, William L.",2021-08-23 00:00:00,0.0,Yes
88756-1,"Hernandez, William L.",2021-08-23 00:00:00,0.0,Yes
88820-1,"Brown, Linda J.",2021-08-24 00:00:00,0.0,No
88941-1,"Nelson, Jose V.",2021-08-26 00:00:00,0.0,Yes
88982-1,"Gutierrez, Anna M.",2021-08-27 00:00:00,0.0,Yes
89037-1,"Nelson, Jose V.",2021-08-29 00:00:00,0.0,Yes
89052-1,"Gutierrez, Anna M.",2021-08-29 00:00:00,0.0,Yes
89125-1,"Nelson, Jose V.",2021-08-30 00:00:00,0.0,Yes
89129-1,"Nelson, Jose V.",2021-08-30 00:00:00,0.0,Yes
89361-1,"Johnson, Brandon G.",2021-09-04 00:00:00,0.0,Yes
89431-1,"Carter, Frank H.",2021-09-07 00:00:00,0.0,No
89547-1,"Brown, Linda J.",2021-09-09 00:00:00,0.0,No
89651-1,"Moore, Samantha U.",2021-09-13 00:00:00,0.0,Yes
89658-1,"Baker, Carol V.",2021-09-13 00:00:00,0.0,Yes
89670-1,"Kim, Christine E.",2021-09-13 00:00:00,0.0,No
89694-1,"Taylor, Raymond G.",2021-09-14 00:00:00,0.0,Yes
89738-1,"Evans, Jonathan F.",2021-09-15 00:00:00,0.0,Yes
89818-1,"Moore, Samantha U.",2021-09-19 00:00:00,0.0,Yes
89914-1,"Harris, Melissa F.",2021-09-21 00:00:00,0.0,No
89973-1,"Phillips, Andrew R.",2021-09-23 00:00:00,0.0,No
90073-1,"Wright, Tyler N.",2021-09-25 00:00:00,0.0,Yes
90081-1,"Wright, Tyler N.",2021-09-26 00:00:00,0.0,Yes
90148-1,"Garcia, Julie U.",2021-09-28 00:00:00,0.0,Yes
90212-1,"Gomez, Lisa Q.",2021-09-29 00:00:00,0.0,Yes
90262-1,"Perez, Adam T.",2021-09-30 00:00:00,0.0,Yes
90263-1,"Watson, Edward J.",2021-09-30 00:00:00,0.0,Yes
90337-1,"Morris, Judith B.",2021-10-02 00:00:00,0.0,Yes
90514-1,"Kim, Nancy A.",2021-10-06 00:00:00,0.0,Yes
90545-1,Business Tenant 11,2021-10-07 00:00:00,0.0,Yes
90565-1,"Kelly, Gary S.",2021-10-08 00:00:00,0.0,No
90683-1,"Howard, Betty Y.",2021-10-12 00:00:00,0.0,Yes
90697-1,"Kim, Christine E.",2021-10-12 00:00:00,0.0,No
90744-1,"Martin, Megan Y.",2021-10-13 00:00:00,0.0,Yes
90794-1,"Brown, Linda J.",2021-10-15 00:00:00,0.0,Yes
90861-1,"Harris, Melissa F.",2021-10-18 00:00:00,0.0,Yes
90876-1,"Kim, Christine E.",2021-10-18 00:00:00,0.0,No
90928-1,"Evans, Jonathan F.",2021-10-20 00:00:00,0.0,Yes
90961-1,"Johnson, Brandon G.",2021-10-21 00:00:00,0.0,No
91039-1,"King, Ryan H.",2021-10-24 00:00:00,0.0,No
91107-1,"Moore, Samantha U.",2021-10-26 00:00:00,0.0,Yes
91194-1,"Green, Amanda M.",2021-10-28 00:00:00,0.0,No
91242-1,"Kelly, Gary S.",2021-10-30 00:00:00,0.0,Yes
91337-1,"Wilson, Donna P.",2021-11-02 00:00:00,0.0,No
91456-1,"Wright, Jennifer J.",2021-11-06 00:00:00,0.0,Yes
91541-1,"Campbell, Susan E.",2021-11-08 00:00:00,0.0,No
91573-1,"Garcia, Julie U.",2021-11-09 00:00:00,0.0,Yes
91579-1,"Wright, Jennifer Q.",2021-11-09 00:00:00,0.0,No
91582-1,"Murphy, Walter R.",2021-11-09 00:00:00,0.0,No
91608-1,"Reed, Maria A.",2021-11-10 00:00:00,0.0,Yes
91668-1,"Chavez, Dorothy L.",2021-11-11 00:00:00,0.0,Yes
91705-1,"Cabral Nunez, Stephen E.",2021-11-12 00:00:00,0.0,Yes
91850-1,"Brown, Linda J.",2021-11-18 00:00:00,0.0,No
91921-1,"Baker, Carol V.",2021-11-22 00:00:00,0.0,Yes
91923-1,Business Tenant 1,2021-11-22 00:00:00,0.0,No
91943-1,"Anderson, Stephanie D.",2021-11-23 00:00:00,0.0,Yes
91948-1,"Murphy, Walter Y.",2021-11-23 00:00:00,0.0,Yes
91975-1,"Murphy, Walter Y.",2021-11-24 00:00:00,0.0,Yes
91976-1,"Green, Amanda M.",2021-11-24 00:00:00,0.0,No
92201-1,"Garcia, Julie U.",2021-12-03 00:00:00,0.0,Yes
92233-1,"Murphy, Walter Y.",2021-12-05 00:00:00,0.0,Yes
92272-1,Business Tenant 5,2021-12-07 00:00:00,0.0,No
92295-1,"Baker, Carol V.",2021-12-08 00:00:00,0.0,Yes
92296-1,"Baker, Carol V.",2021-12-08 00:00:00,0.0,Yes
92308-1,"Ortiz, Jack A.",2021-12-08 00:00:00,0.0,No
92356-1,"Campbell, Susan W.",2021-12-11 00:00:00,0.0,No
92377-1,"Johnson, Brandon G.",2021-12-12 00:00:00,0.0,Yes
92415-1,"Campbell, Susan W.",2021-12-14 00:00:00,0.0,No
92441-1,"Cabral Nunez, Stephen E.",2021-12-15 00:00:00,0.0,Yes
92442-1,"Wright, Jennifer Q.",2021-12-15 00:00:00,0.0,No
92447-1,"Cordero Vega, William E.",2021-12-15 00:00:00,0.0,No
92494-1,"Reyes, Sarah B.",2021-12-18 00:00:00,0.0,Yes
92530-1,"Ward, Kelly J.",2021-12-20 00:00:00,0.0,Yes
92596-1,"Murphy, Walter R.",2021-12-22 00:00:00,0.0,No
92604-1,"Garcia, Julie U.",2021-12-23 00:00:00,0.0,Yes
92678-1,"Flores, Kenneth L.",2021-12-29 00:00:00,0.0,Yes
92707-1,"Ramirez, Rebecca D.",2021-12-30 00:00:00,0.0,Yes
92732-1,"Moore, Samantha U.",2022-01-01 00:00:00,0.0,Yes
92755-1,"Campbell, Susan W.",2022-01-03 00:00:00,0.0,Yes
92758-1,"Campbell, Susan W.",2022-01-03 00:00:00,0.0,Yes
92784-1,Business Tenant 5,2022-01-04 00:00:00,0.0,No
92786-1,"Campbell, Susan W.",2022-01-04 00:00:00,0.0,Yes
92802-1,"Kelly, Gary A.",2022-01-04 00:00:00,0.0,Yes
92856-1,"Sanchez, Dennis W.",2022-01-07 00:00:00,0.0,No
92857-1,"Kim, Christine E.",2022-01-07 00:00:00,0.0,No
92894-1,"Cabral Nunez, Stephen E.",2022-01-08 00:00:00,0.0,Yes
92903-1,"Wright, Jennifer Q.",2022-01-08 00:00:00,0.0,Yes
92906-1,"Nelson, Jose V.",2022-01-08 00:00:00,0.0,Yes
92909-1,"Murphy, Jerry Y.",2022-01-08 00:00:00,0.0,Yes
92927-1,"Thompson, Benjamin K.",2022-01-09 00:00:00,0.0,Yes
92973-1,"Wright, Jennifer Q.",2022-01-11 00:00:00,0.0,Yes
93011-1,"Wright, Jennifer Q.",2022-01-12 00:00:00,0.0,Yes
93043-1,"Martin, Megan Y.",2022-01-12 00:00:00,0.0,Yes
93061-1,"Moore, Samantha U.",2022-01-14 00:00:00,0.0,Yes
93102-1,"Garcia, Julie U.",2022-01-16 00:00:00,0.0,Yes
93132-1,"Kim, Robert W.",2022-01-17 00:00:00,0.0,Yes
93149-1,Business Tenant 1,2022-01-18 00:00:00,0.0,No
93150-1,"Murphy, Walter Y.",2022-01-18 00:00:00,0.0,Yes
93182-1,"Evans, Jonathan F.",2022-01-18 00:00:00,0.0,Yes
93183-1,"Evans, Jonathan F.",2022-01-18 00:00:00,0.0,Yes
93254-1,"Nelson, Jose V.",2022-01-21 00:00:00,0.0,Yes
93391-1,"Campbell, Susan W.",2022-01-26 00:00:00,0.0,Yes
93445-1,"Wood, Alexander R.",2022-01-27 00:00:00,0.0,No
93534-1,"Howard, Betty Y.",2022-01-30 00:00:00,0.0,Yes
93537-1,"Watson, Edward C.",2022-01-30 00:00:00,0.0,Yes
93538-1,"Chavez, Dorothy L.",2022-01-30 00:00:00,0.0,Yes
93599-1,"Nguyen, Sharon A.",2022-01-31 00:00:00,0.0,Yes
93601-1,"Nguyen, Sharon A.",2022-01-31 00:00:00,0.0,Yes
93770-1,"Anderson, Stephanie D.",2022-02-06 00:00:00,0.0,Yes
93790-1,"Sanchez, Dennis W.",2022-02-07 00:00:00,0.0,No
93910-1,"Roberts, Peter S.",2022-02-11 00:00:00,0.0,Yes
93941-1,"Nelson, Jose V.",2022-02-14 00:00:00,0.0,Yes
93952-1,"Campbell, Susan W.",2022-02-14 00:00:00,0.0,No
93977-1,"Baker, Carol V.",2022-02-15 00:00:00,0.0,Yes
93981-1,"Campbell, Susan E.",2022-02-15 00:00:00,0.0,No
94013-1,"Watson, Edward C.",2022-02-16 00:00:00,0.0,Yes
94077-1,"Martin, Megan Y.",2022-02-19 00:00:00,0.0,Yes
94078-1,"Wood, Alexander R.",2022-02-19 00:00:00,0.0,Yes
94163-1,"Gutierrez, Anna M.",2022-02-23 00:00:00,0.0,Yes
71928-1,"Carter, Frank H.",2020-06-22 00:00:00,0.0,Yes
69816-1,"Adams, Joshua F.",2020-05-04 00:00:00,0.0,Yes
70377-1,"Davis, Scott P.",2020-05-19 00:00:00,0.0,Yes
71402-1,"Carter, Frank H.",2020-06-08 00:00:00,0.0,Yes
71413-1,"Gomez, Lisa Q.",2020-06-08 00:00:00,0.0,Yes
71459-1,"Turner, Carolyn L.",2020-06-09 00:00:00,0.0,Yes
71497-1,"Diaz, Michael P.",2020-06-10 00:00:00,0.0,Yes
71510-1,"Cooper, Jason D.",2020-06-10 00:00:00,0.0,Yes
73097-1,"Lewis, Shirley R.",2020-07-20 00:00:00,0.0,No
73120-1,"Howard, Betty Y.",2020-07-20 00:00:00,0.0,Yes
75039-1,"White, Deborah E.",2020-08-30 00:00:00,0.0,Yes
75040-1,"White, Deborah E.",2020-08-30 00:00:00,0.0,Yes
88947-1,"Johnson, Brandon G.",2021-08-26 00:00:00,0.0,Yes
89813-1,"Moore, Samantha U.",2021-09-18 00:00:00,0.0,Yes
91869-1,"Garcia, Julie U.",2021-11-19 00:00:00,0.0,No
92816-1,"Kim, Christine E.",2022-01-05 00:00:00,0.0,No
93804-1,"Roberts, Peter S.",2022-02-08 00:00:00,0.0,Yes
49489-1,Business Tenant 16,2019-07-18 00:00:00,0.0,No
49623-1,"James, Rachel N.",2019-07-22 00:00:00,0.0,No
49964-1,Business Tenant 9,2019-07-28 00:00:00,0.0,Yes
50328-1,Business Tenant 10,2019-08-04 00:00:00,0.0,Yes
52599-1,Business Tenant 3,2019-09-19 00:00:00,0.0,No
61684-1,Business Tenant 10,2019-09-23 00:00:00,0.0,Yes
61731-1,Business Tenant 3,2019-09-24 00:00:00,0.0,No
61752-1,"Anderson, Matthew B.",2019-09-24 00:00:00,0.0,Yes
61802-1,"Garcia, Ronald S.",2019-09-25 00:00:00,0.0,Yes
61818-1,"James, Rachel N.",2019-09-26 00:00:00,0.0,Yes
61870-1,"James, Rachel N.",2019-09-27 00:00:00,0.0,Yes
62160-1,Business Tenant 3,2019-10-03 00:00:00,0.0,No
63192-1,"Martin, Emily V.",2019-10-28 00:00:00,0.0,No
63885-1,Business Tenant 3,2019-11-12 00:00:00,0.0,No
118633-1,"Martinez, Zachary E.",2024-04-29 00:00:00,0.0,Yes
119087-1,"Sanchez, Mary A.",2024-05-11 00:00:00,0.0,Yes
119247-1,"Garcia, Donald W.",2024-05-15 00:00:00,0.0,Yes
119389-1,"Johnson, Rachel J.",2024-05-19 00:00:00,0.0,Yes
119390-1,"Lopez, Rebecca F.",2024-05-19 00:00:00,0.0,Yes
119426-1,"Wilson, Karen T.",2024-05-20 00:00:00,0.0,Yes
119475-1,"Howard, Lauren B.",2024-05-21 00:00:00,0.0,Yes
119479-1,"Carter, Nicole K.",2024-05-21 00:00:00,0.0,Yes
119492-1,"Rivera, Nathan M.",2024-05-21 00:00:00,0.0,Yes
119515-1,"Diaz, Michael P.",2024-05-21 00:00:00,0.0,Yes
119530-1,"Howard, Lauren B.",2024-05-22 00:00:00,0.0,Yes
119541-1,"Garcia, Donald W.",2024-05-22 00:00:00,0.0,Yes
119572-1,"Mitchell, Sarah M.",2024-05-23 00:00:00,0.0,Yes
119649-1,"Baker, Cynthia Y.",2024-05-26 00:00:00,0.0,Yes
119849-1,"Lopez, Rebecca V.",2024-05-30 00:00:00,0.0,Yes
119850-1,"Lopez, Rebecca V.",2024-05-30 00:00:00,0.0,Yes
120066-1,"Wilson, Karen T.",2024-06-04 00:00:00,0.0,Yes
120092-1,"Sanchez, Mary A.",2024-06-05 00:00:00,0.0,Yes
120146-1,"Ortiz, Jack A.",2024-06-06 00:00:00,0.0,Yes
120232-1,"Ramirez, Joan M.",2024-06-08 00:00:00,0.0,Yes
120280-1,"Rodriguez, Christine A.",2024-06-10 00:00:00,0.0,Yes
120377-1,"Green, George D.",2024-06-12 00:00:00,0.0,Yes
120378-1,"Green, George D.",2024-06-12 00:00:00,0.0,Yes
120379-1,"Green, George D.",2024-06-12 00:00:00,0.0,Yes
120392-1,"Gray, Anna H.",2024-06-13 00:00:00,0.0,Yes
120428-1,"Gutierrez, Anna M.",2024-06-13 00:00:00,0.0,Yes
120474-1,"Gutierrez, Anna M.",2024-06-15 00:00:00,0.0,Yes
120498-1,"Clark, Brenda S.",2024-06-16 00:00:00,0.0,Yes
120544-1,"Wilson, Donna P.",2024-06-17 00:00:00,0.0,Yes
120561-1,"Jones, Jacob Y.",2024-06-17 00:00:00,0.0,Yes
120571-1,"Morgan, Sharon L.",2024-06-17 00:00:00,0.0,No
120655-1,"Mendoza, Matthew V.",2024-06-18 00:00:00,0.0,Yes
120690-1,"Howard, Lauren B.",2024-06-19 00:00:00,0.0,Yes
120696-1,"Jackson, Joseph S.",2024-06-19 00:00:00,0.0,Yes
120701-1,"Torres, Laura D.",2024-06-20 00:00:00,0.0,Yes
120713-1,"Lopez, Rebecca V.",2024-06-20 00:00:00,0.0,No
120719-1,"Cox, Steven W.",2024-06-20 00:00:00,0.0,Yes
120727-1,"Ward, Kelly J.",2024-06-20 00:00:00,0.0,Yes
120741-1,"Nguyen, Sharon A.",2024-06-20 00:00:00,0.0,Yes
120753-1,"Gutierrez, Anna M.",2024-06-21 00:00:00,0.0,Yes
120832-1,"Flores, Kenneth L.",2024-06-23 00:00:00,0.0,Yes
120861-1,"Bennett, James J.",2024-06-24 00:00:00,0.0,Yes
120923-1,"Campbell, Larry G.",2024-06-25 00:00:00,0.0,Yes
121139-1,"Davis, Joshua R.",2024-06-29 00:00:00,0.0,Yes
121149-1,"Taylor, Susan Q.",2024-06-30 00:00:00,0.0,Yes
121245-1,"Gomez, Linda U.",2024-07-02 00:00:00,0.0,Yes
121252-1,"Diaz, Michael P.",2024-07-02 00:00:00,0.0,Yes
121302-1,"Escobar Rios, Amy D.",2024-07-03 00:00:00,0.0,Yes
121326-1,"Ramirez, Joan M.",2024-07-03 00:00:00,0.0,Yes
121388-1,"Garcia, Donald G.",2024-07-05 00:00:00,0.0,Yes
121458-1,"Gray, Anna H.",2024-07-07 00:00:00,0.0,Yes
121494-1,"Flores, Kenneth L.",2024-07-08 00:00:00,0.0,Yes
121506-1,"Carter, Nicole K.",2024-07-08 00:00:00,0.0,Yes
121516-1,"Jones, Jacob Y.",2024-07-08 00:00:00,0.0,Yes
121524-1,"Brown, Joyce L.",2024-07-08 00:00:00,0.0,Yes
121629-1,"Ortiz, Jack A.",2024-07-10 00:00:00,0.0,Yes
121643-1,"Martinez, Zachary E.",2024-07-10 00:00:00,0.0,Yes
121664-1,"Campbell, Larry G.",2024-07-11 00:00:00,0.0,Yes
121777-1,"Escobar Rios, Amy D.",2024-07-14 00:00:00,0.0,Yes
121784-1,"Collins, Paul N.",2024-07-15 00:00:00,0.0,Yes
121813-1,"Ortiz, Jack A.",2024-07-15 00:00:00,0.0,No
121818-1,"Cox, Steven W.",2024-07-15 00:00:00,0.0,Yes
122022-1,"Carter, Nicole K.",2024-07-20 00:00:00,0.0,Yes
122079-1,"Nguyen, Patricia A.",2024-07-22 00:00:00,0.0,Yes
122227-1,"Jones, Christina K.",2024-07-25 00:00:00,0.0,Yes
122365-1,"Campbell, Larry Q.",2024-07-27 00:00:00,0.0,Yes
122380-1,"Johnson, Gary L.",2024-07-28 00:00:00,0.0,Yes
122634-1,"Rodriguez, Christine A.",2024-08-02 00:00:00,0.0,Yes
122690-1,"Roberts, Peter S.",2024-08-03 00:00:00,0.0,No
122939-1,"Johnson, Rachel J.",2024-08-08 00:00:00,0.0,Yes
123019-1,"Perez, Benjamin V.",2024-08-09 00:00:00,0.0,Yes
118469-1,"Ramos, Mark J.",2024-04-24 00:00:00,0.0,Yes
119020-1,"Miller, Carol H.",2024-05-09 00:00:00,0.0,Yes
119476-1,Business Tenant 11,2024-05-21 00:00:00,0.0,Yes
118119-1,"Nguyen, Sharon A.",2024-04-14 00:00:00,0.0,Yes
118380-1,"Miller, Carol H.",2024-04-21 00:00:00,0.0,Yes
118589-1,"Sanchez, Mary A.",2024-04-27 00:00:00,0.0,Yes
69617-1,"Mitchell, Kevin H.",2020-04-27 00:00:00,0.0,Yes
70938-1,"Scott, Nicole Y.",2020-05-29 00:00:00,0.0,Yes
72308-1,"Williams, Daniel V.",2020-07-01 00:00:00,0.0,Yes
74215-1,"Walker, Eric K.",2020-08-12 00:00:00,0.0,Yes
74222-1,"Reed, Maria A.",2020-08-12 00:00:00,0.0,Yes
76738-1,"Wood, Lauren P.",2020-10-08 00:00:00,0.0,Yes
81751-1,"Cooper, Jason D.",2021-02-19 00:00:00,0.0,Yes
68745-1,"Thompson, Jeffrey H.",2020-03-27 00:00:00,0.0,Yes
68897-1,Business Tenant 22,2020-04-01 00:00:00,0.0,No
68899-1,Business Tenant 28,2020-04-01 00:00:00,0.0,No
69205-1,"Collins, Gregory J.",2020-04-12 00:00:00,0.0,Yes
69523-1,"Thompson, Jeffrey H.",2020-04-24 00:00:00,0.0,Yes
69575-1,"Flores, Kenneth L.",2020-04-27 00:00:00,0.0,No
69585-1,"Hernandez, Victoria J.",2020-04-27 00:00:00,0.0,Yes
69587-1,"Morales, Carolyn W.",2020-04-27 00:00:00,0.0,Yes
69706-1,"Ortiz, Jack A.",2020-04-30 00:00:00,0.0,No
69753-1,"Wood, Lauren P.",2020-05-01 00:00:00,0.0,Yes
69776-1,"White, Deborah E.",2020-05-02 00:00:00,0.0,Yes
69783-1,"Flores, Kenneth L.",2020-05-02 00:00:00,0.0,Yes
69840-1,"White, Deborah E.",2020-05-04 00:00:00,0.0,Yes
70121-1,"Hall, Kimberly Y.",2020-05-12 00:00:00,0.0,No
70190-1,"Walker, Eric K.",2020-05-15 00:00:00,0.0,Yes
70191-1,"Walker, Eric K.",2020-05-15 00:00:00,0.0,Yes
70665-1,"Harris, Melissa F.",2020-05-25 00:00:00,0.0,Yes
70668-1,"Davis, Scott P.",2020-05-25 00:00:00,0.0,Yes
70691-1,"Lewis, Shirley R.",2020-05-25 00:00:00,0.0,Yes
70754-1,"Davis, Scott P.",2020-05-26 00:00:00,0.0,Yes
70771-1,"Kelly, Rachel W.",2020-05-27 00:00:00,0.0,Yes
70794-1,"Cooper, Jason D.",2020-05-27 00:00:00,0.0,Yes
70795-1,"Cooper, Jason D.",2020-05-27 00:00:00,0.0,Yes
71024-1,"Young, James W.",2020-05-31 00:00:00,0.0,Yes
71046-1,"Flores, Kenneth L.",2020-06-01 00:00:00,0.0,Yes
71206-1,"Howard, Betty Y.",2020-06-04 00:00:00,0.0,No
71347-1,"Cooper, Jason D.",2020-06-07 00:00:00,0.0,Yes
71477-1,"Ward, Douglas E.",2020-06-10 00:00:00,0.0,No
71607-1,"Cooper, Jason D.",2020-06-12 00:00:00,0.0,Yes
71886-1,"Williams, Daniel V.",2020-06-22 00:00:00,0.0,Yes
71901-1,"Reed, Maria A.",2020-06-22 00:00:00,0.0,Yes
71965-1,"Ortiz, Jack A.",2020-06-23 00:00:00,0.0,No
72036-1,"Roberts, Sandra Q.",2020-06-25 00:00:00,0.0,Yes
72084-1,"Kelly, Rachel W.",2020-06-26 00:00:00,0.0,Yes
72118-1,"Collins, Paul G.",2020-06-26 00:00:00,0.0,Yes
72224-1,"Richardson, Donald L.",2020-06-29 00:00:00,0.0,No
72302-1,"Jackson, Jessica Q.",2020-07-01 00:00:00,0.0,No
72433-1,"Howard, Betty Y.",2020-07-04 00:00:00,0.0,Yes
72573-1,"Ortiz, Jack A.",2020-07-07 00:00:00,0.0,No
72574-1,"Garcia, Ronald S.",2020-07-07 00:00:00,0.0,No
72641-1,"Collins, Paul G.",2020-07-08 00:00:00,0.0,No
72654-1,"Flores, Kenneth L.",2020-07-08 00:00:00,0.0,Yes
72739-1,"Ortiz, Jack A.",2020-07-10 00:00:00,0.0,No
72988-1,"Gonzalez, Amy R.",2020-07-16 00:00:00,0.0,Yes
73007-1,"Evans, Christina D.",2020-07-16 00:00:00,0.0,Yes
73090-1,"Parker, Joyce A.",2020-07-20 00:00:00,0.0,No
73105-1,"White, Deborah E.",2020-07-20 00:00:00,0.0,Yes
73119-1,"Hall, Nathan B.",2020-07-20 00:00:00,0.0,Yes
73156-1,"Taylor, Steven L.",2020-07-21 00:00:00,0.0,No
73157-1,"Richardson, Donald L.",2020-07-21 00:00:00,0.0,No
73191-1,"White, Deborah E.",2020-07-22 00:00:00,0.0,Yes
73343-1,"Howard, Betty Y.",2020-07-25 00:00:00,0.0,Yes
73470-1,"Edwards, Heather S.",2020-07-28 00:00:00,0.0,Yes
73471-1,"Edwards, Heather S.",2020-07-28 00:00:00,0.0,Yes
73477-1,"Gray, Emma T.",2020-07-28 00:00:00,0.0,Yes
73597-1,"Collins, Paul G.",2020-07-30 00:00:00,0.0,Yes
73670-1,"Martin, Megan Y.",2020-07-31 00:00:00,0.0,Yes
73673-1,"Morris, Judith B.",2020-07-31 00:00:00,0.0,Yes
73798-1,"Harris, Melissa F.",2020-08-03 00:00:00,0.0,No
73915-1,"Stewart, Jacob M.",2020-08-05 00:00:00,0.0,No
73958-1,"Richardson, Donald L.",2020-08-06 00:00:00,0.0,Yes
73992-1,"Clark, Evelyn E.",2020-08-07 00:00:00,0.0,Yes
74024-1,"Ward, Douglas E.",2020-08-07 00:00:00,0.0,Yes
74025-1,"Ward, Douglas E.",2020-08-07 00:00:00,0.0,Yes
74034-1,"Thomas, Nicholas C.",2020-08-08 00:00:00,0.0,Yes
74089-1,"Peterson, Ronald C.",2020-08-10 00:00:00,0.0,Yes
74160-1,"Flores, Kenneth L.",2020-08-11 00:00:00,0.0,Yes
74181-1,"Flores, Kenneth L.",2020-08-11 00:00:00,0.0,Yes
74188-1,"Brooks, George V.",2020-08-12 00:00:00,0.0,Yes
74207-1,"Lewis, Shirley R.",2020-08-12 00:00:00,0.0,Yes
74160-2,"Flores, Kenneth L.",2020-08-12 00:00:00,0.0,No
74287-1,"Collins, Paul G.",2020-08-13 00:00:00,0.0,Yes
74317-1,"Ward, Douglas E.",2020-08-14 00:00:00,0.0,Yes
74388-1,"White, Deborah E.",2020-08-16 00:00:00,0.0,Yes
74438-1,"Campbell, Raymond C.",2020-08-17 00:00:00,0.0,Yes
74463-1,"Sanchez, Kyle U.",2020-08-18 00:00:00,0.0,Yes
74465-1,"Ward, Douglas E.",2020-08-18 00:00:00,0.0,Yes
74476-1,"Collins, Gregory J.",2020-08-18 00:00:00,0.0,No
74502-1,"Turner, Richard N.",2020-08-19 00:00:00,0.0,Yes
74542-1,"Kelly, Rachel W.",2020-08-19 00:00:00,0.0,Yes
74738-1,"Gray, Emma T.",2020-08-24 00:00:00,0.0,Yes
74757-1,"Morris, Judith B.",2020-08-24 00:00:00,0.0,Yes
74778-1,"Reed, Maria A.",2020-08-25 00:00:00,0.0,Yes
74853-1,"Campbell, Raymond C.",2020-08-26 00:00:00,0.0,No
74871-1,"Richardson, Donald L.",2020-08-26 00:00:00,0.0,Yes
75094-1,"Brooks, George V.",2020-08-31 00:00:00,0.0,Yes
75164-1,"Edwards, Heather S.",2020-09-01 00:00:00,0.0,Yes
75180-1,"Kelly, Rachel W.",2020-09-02 00:00:00,0.0,Yes
75181-1,"Turner, Richard N.",2020-09-02 00:00:00,0.0,Yes
75214-1,"Davis, Scott P.",2020-09-02 00:00:00,0.0,Yes
75224-1,"Richardson, Donald L.",2020-09-02 00:00:00,0.0,Yes
75254-1,"Martin, Megan Y.",2020-09-03 00:00:00,0.0,Yes
75256-1,"Martin, Megan Y.",2020-09-03 00:00:00,0.0,Yes
75297-1,"Reed, Maria A.",2020-09-04 00:00:00,0.0,No
75350-1,"Jackson, Jessica Q.",2020-09-05 00:00:00,0.0,Yes
75433-1,"Jackson, Jessica Q.",2020-09-08 00:00:00,0.0,Yes
75462-1,"Cooper, Jason D.",2020-09-09 00:00:00,0.0,Yes
75509-1,"Cooper, Jason D.",2020-09-09 00:00:00,0.0,Yes
75578-1,"Kelly, Rachel W.",2020-09-11 00:00:00,0.0,Yes
75581-1,"Ortiz, Jack A.",2020-09-11 00:00:00,0.0,No
75670-1,"Morris, Judith B.",2020-09-14 00:00:00,0.0,No
75709-1,"White, Deborah E.",2020-09-14 00:00:00,0.0,Yes
75716-1,"Brooks, George V.",2020-09-15 00:00:00,0.0,Yes
75724-1,"Rodriguez, Nancy U.",2020-09-15 00:00:00,0.0,Yes
75730-1,"White, Deborah E.",2020-09-15 00:00:00,0.0,Yes
